video ID,uploader,age,category,length,views,rate,ratings,comments,num related,ap,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29
9NMSj_Kt1gw,WWEOfficialPPVs,1257,People & Blogs,58,18,5,1,0,20,0.4,eC5Nc7evzFs,iTVsx5OiF_8,O5RVH3G3m4Q,ZT4qxeIUlLo,_RgSHbfBFj4,lB4_fl8yBhk,Cj1TYLSvD9E,ekE5jdVZ8Bk,8hjTyJg9mek,6Hor1Quyjmw,26MKZoxwyuo,IbNM-7wVdXY,WcJLqT4Wl9k,njmOwkA_s-4,n_0wSNG09fs,5PqzbGXmE-U,TYQp3nlH_fE,P3adKbUdqTk,OEN0nrz5QGo,nUXnaguHHAQ
nUXnaguHHAQ,WWEOfficialPPVs,1257,People & Blogs,68,42,0,0,1,0,0.6,,,,,,,,,,,,,,,,,,,,
-0z5PEZt_Wk,jlynch9,1141,People & Blogs,515,302,3,2,0,20,0.8,0_MaPFsNyI0,_LFlS8wRfa4,zwEpIldWD5w,s_kgl1wIkT0,kKTkUH2bcZQ,dGs75jfLhdk,zLpbcMBXNd0,9j5Kg7KpsjE,WuONhHtlLiY,orCGJsTweCU,-7qufBxMyfc,8EFOJ5s6688,t5FV9EqVS5Q,llnFHXebXnE,E1jQ4GwN9oM,_BXij7KYAys,_pIt-qWXZHU,5Sf9Ud8KnfA,KVvAv2pn-QU,xfNluQ888g4
z-kX0-mZ2TQ,misterxtreme18,1085,People & Blogs,419,397,5,1,1,0,1,,,,,,,,,,,,,,,,,,,,
GnkNSgQU9Wc,optimusqprime,891,People & Blogs,294,13635,5,20,33,0,27.8,,,,,,,,,,,,,,,,,,,,
uYbIwZXmk1o,nou1026,1253,People & Blogs,347,3163,5,1,0,20,0.4,Vf8HEA9FOa0,BG4Ik4_z5ZI,R8a1tbrXOpA,XoPMKVR0HSA,CyZK4YXIi0U,zkNzaP29z_U,qmxuUMgKWus,f0JZKrDsGiQ,QfTEic4yyrU,nLBRwdfbHx8,dWSZhJTK7hc,6WAJlPoJh5Q,NCVocoaYbMM,bsH0p4jz9DA,GIsr-Dqx7nk,932Dz2cL8V4,hELC4nm6Xh8,ryTkfYJrpCg,nEdembZZ_zY,DjUlCN5ZbfA
fyMGdKg5in4,Nh3uploader92,1252,People & Blogs,380,2783,5,7,4,20,5.2,qxNmtU74LIE,Met8AG8F0VQ,4gUHCo5QjM4,HmTQUCtYUQY,f0JZKrDsGiQ,rqwVgtY5OTg,EgeMvvYWxwQ,OI1YKEjkeBQ,5peIZoabnZ0,b1Jy4CldW6E,oNfyPGO33AE,R8a1tbrXOpA,zkNzaP29z_U,eEPkClmyXic,yP98r6mMndg,z5Mk8aBBnNU,gkIwiIt8jhs,nhe2FN-g_sQ,AsCpEiyF5P0,2nqyYZpG6SU
qxNmtU74LIE,Nh3uploader92,1252,People & Blogs,390,2821,5,5,0,20,2,fyMGdKg5in4,Met8AG8F0VQ,HmTQUCtYUQY,rqwVgtY5OTg,EgeMvvYWxwQ,nhe2FN-g_sQ,4gUHCo5QjM4,oNfyPGO33AE,sV4KMnVaN3o,zkNzaP29z_U,AsCpEiyF5P0,PxEdo-_s5Ms,eEPkClmyXic,qmxuUMgKWus,gkIwiIt8jhs,b1Jy4CldW6E,3zN8hwdWBE0,R8a1tbrXOpA,2nqyYZpG6SU,6WAJlPoJh5Q
b1Jy4CldW6E,showstage23,1252,People & Blogs,122,1837,5,2,0,20,0.8,932Dz2cL8V4,EgeMvvYWxwQ,fyMGdKg5in4,rqwVgtY5OTg,Met8AG8F0VQ,4gUHCo5QjM4,HX9x-29sHD4,qxNmtU74LIE,sV4KMnVaN3o,HmTQUCtYUQY,z5Mk8aBBnNU,gkIwiIt8jhs,eEPkClmyXic,58yj354djiQ,R8a1tbrXOpA,oNfyPGO33AE,jICO-GUJYTk,DoJrezGiQ7k,bsH0p4jz9DA,2btcd7vcGDg
DjUlCN5ZbfA,Nh3uploader92,1254,People & Blogs,49,3061,5,1,7,20,4.6,bsH0p4jz9DA,XoPMKVR0HSA,6WAJlPoJh5Q,f0JZKrDsGiQ,ryTkfYJrpCg,QfTEic4yyrU,x_pfcDxowr0,v_pvhB6_fDw,Ur9eL2QIzzo,HudAK3rQb0o,BG4Ik4_z5ZI,Hhy662uPq-o,Vf8HEA9FOa0,R2Ps-bVkSeY,uYbIwZXmk1o,N5kuJBJ5gfk,4bTQVSGCDlc,7DjVqJ57L9w,wPOJAyjaIrc,PYiVCa6T8yk
XoPMKVR0HSA,Nh3uploader92,1254,People & Blogs,451,3832,4.86,7,1,20,3.4,7DjVqJ57L9w,yP98r6mMndg,OI1YKEjkeBQ,bsH0p4jz9DA,DjUlCN5ZbfA,6WAJlPoJh5Q,v_pvhB6_fDw,f0JZKrDsGiQ,x_pfcDxowr0,Vf8HEA9FOa0,HudAK3rQb0o,uYbIwZXmk1o,Hhy662uPq-o,BG4Ik4_z5ZI,5peIZoabnZ0,ryTkfYJrpCg,Ur9eL2QIzzo,932Dz2cL8V4,QfTEic4yyrU,MRoaUPU9jFA
f0JZKrDsGiQ,Nh3uploader92,1254,People & Blogs,467,2946,5,3,0,20,1.2,OI1YKEjkeBQ,5peIZoabnZ0,x_pfcDxowr0,HudAK3rQb0o,v_pvhB6_fDw,bsH0p4jz9DA,Hhy662uPq-o,DjUlCN5ZbfA,6WAJlPoJh5Q,ryTkfYJrpCg,yP98r6mMndg,Vf8HEA9FOa0,7DjVqJ57L9w,Ur9eL2QIzzo,GJ5-NZ9FKwk,uYbIwZXmk1o,fyMGdKg5in4,N5kuJBJ5gfk,XoPMKVR0HSA,N6s91jZ1UkE
6WAJlPoJh5Q,Nh3uploader92,1254,People & Blogs,155,1433,5,1,0,20,0.4,XoPMKVR0HSA,DjUlCN5ZbfA,bsH0p4jz9DA,f0JZKrDsGiQ,QfTEic4yyrU,ryTkfYJrpCg,Vf8HEA9FOa0,HudAK3rQb0o,uYbIwZXmk1o,Ur9eL2QIzzo,x_pfcDxowr0,qmxuUMgKWus,v_pvhB6_fDw,BG4Ik4_z5ZI,Hhy662uPq-o,932Dz2cL8V4,7DjVqJ57L9w,4bTQVSGCDlc,PYiVCa6T8yk,wPOJAyjaIrc
QfTEic4yyrU,Nh3uploader92,1254,People & Blogs,461,2371,5,4,2,20,2.8,4bTQVSGCDlc,ZkVCYDcw4F4,7DjVqJ57L9w,DjUlCN5ZbfA,6WAJlPoJh5Q,bsH0p4jz9DA,x_pfcDxowr0,HudAK3rQb0o,v_pvhB6_fDw,ryTkfYJrpCg,Hhy662uPq-o,uYbIwZXmk1o,BG4Ik4_z5ZI,OI1YKEjkeBQ,Vf8HEA9FOa0,Ur9eL2QIzzo,XoPMKVR0HSA,932Dz2cL8V4,5peIZoabnZ0,GJ5-NZ9FKwk
7DjVqJ57L9w,Nh3uploader92,1254,People & Blogs,449,2118,5,5,0,20,2,QfTEic4yyrU,5peIZoabnZ0,DjUlCN5ZbfA,bsH0p4jz9DA,v_pvhB6_fDw,ryTkfYJrpCg,6WAJlPoJh5Q,HudAK3rQb0o,x_pfcDxowr0,Hhy662uPq-o,Vf8HEA9FOa0,BG4Ik4_z5ZI,uYbIwZXmk1o,Ur9eL2QIzzo,CyZK4YXIi0U,f0JZKrDsGiQ,OI1YKEjkeBQ,XoPMKVR0HSA,4bTQVSGCDlc,932Dz2cL8V4
4bTQVSGCDlc,Nh3uploader92,1254,People & Blogs,459,1690,5,2,0,20,0.8,PYiVCa6T8yk,f0JZKrDsGiQ,OI1YKEjkeBQ,DjUlCN5ZbfA,bsH0p4jz9DA,v_pvhB6_fDw,x_pfcDxowr0,6WAJlPoJh5Q,HudAK3rQb0o,Hhy662uPq-o,ryTkfYJrpCg,uYbIwZXmk1o,BG4Ik4_z5ZI,Vf8HEA9FOa0,Ur9eL2QIzzo,N5kuJBJ5gfk,7DjVqJ57L9w,5peIZoabnZ0,932Dz2cL8V4,QfTEic4yyrU
PYiVCa6T8yk,Nh3uploader92,1254,People & Blogs,451,1249,5,4,0,20,1.6,f0JZKrDsGiQ,5peIZoabnZ0,QfTEic4yyrU,ZkVCYDcw4F4,HudAK3rQb0o,x_pfcDxowr0,bsH0p4jz9DA,v_pvhB6_fDw,DjUlCN5ZbfA,6WAJlPoJh5Q,ryTkfYJrpCg,Hhy662uPq-o,Ur9eL2QIzzo,Vf8HEA9FOa0,-KN1ibdlTXU,uYbIwZXmk1o,R2Ps-bVkSeY,qavt7_ZiagY,OI1YKEjkeBQ,N5kuJBJ5gfk
xksPXNMBA5E,Nh3uploader92,1250,People & Blogs,73,12538,5,11,1,20,5,5OfUWBZUghk,CEWvVBevOIo,ZV_aJn_I2aU,cREemenjoRg,TkrEy9tQhCI,x3YvYE6BOuE,ZdB4oXbHzIs,0sQPRc2jZzQ,bOnosdONgpw,KypTBlb3H1k,yuNWE_jsokw,p5D3nvZKuoY,jd4IW6O9LtQ,47CaPXg_cwQ,zjSoatoCrEk,cqVrE5gBk-o,9CZgZ_WanSU,XysqrWv-bns,t1TCOL6XcPQ,8-2dkba1F4A
5OfUWBZUghk,Nh3uploader92,1250,People & Blogs,30,7165,5,6,5,20,5.4,xksPXNMBA5E,CEWvVBevOIo,jd4IW6O9LtQ,cREemenjoRg,9n00Fsdatrg,0sQPRc2jZzQ,bOnosdONgpw,x3YvYE6BOuE,8-2dkba1F4A,KypTBlb3H1k,9CZgZ_WanSU,47CaPXg_cwQ,58yj354djiQ,sk1ezfx-ON0,zjSoatoCrEk,yuNWE_jsokw,ss3kk5E8tF0,DQTSfdDt1ak,cqVrE5gBk-o,rU1L9nRGeBE
XPi3XXL6x9k,maximolucha,918,People & Blogs,385,26616,4.4,15,10,20,12,U0On7Hs9-mM,JM5nIfUHS3E,e0DhoJuHnrI,UiDGnvSMQRg,OmVGxrZ33jg,Kb-fMDg0IUY,tox1wvEyZBo,ew6lDLrylNI,SzJZjkkEYLI,IKkPX_isaBA,PIrf_uXeCqM,bZ4WUIwMSug,kFQpWvPP0qs,nCLsqwI1NiU,cmKFiwHbwkc,JM0BGvUPMYA,xWko0WkmmrQ,JDQY0vqURiQ,HR782PvcD8g,72VRCGK8AiM
88GV-cZSV9s,jmorrish,918,People & Blogs,195,2012,4.67,3,1,20,1.8,RF0ofcofvYU,ItYCYeDJDlU,hN4fUf4ooDE,BidH4L0Xcy8,io1nonlbPik,YVx5dg5m9EE,5H_ghlLDy18,gmyWos6sHm4,X5tzy7OEv2I,o690tQ8szp8,eXkcU8urwPQ,zayPDWMfxVo,PK9qaXqxaMA,qJHsws6wyEM,qKDn6TzM2yc,54rb5uWhdyU,wSgT5TzM0V0,Ofh6A1mO0Oo,ZV6t2EeHxbw,PrqnfUacPy4
ryO3mJePQcg,n00dles,902,People & Blogs,31,689,0,0,2,20,1.2,VX743SkcOcA,INuSp8tfL8Y,cNaAXa85AZ8,_mETsHVAD3g,DOFt5Jr0pZw,7xPYj5klmzY,bG82P1lYD90,GVMAVf1V-xA,xoTL8i7E4MY,cy_J2n78xWY,7-JH69zxAOA,nna1O7p2Lho,czeg3ZGkx1o,WsuKzskwLEU,-IF5WQ6pNI4,ej0u5mv9v9o,v7zgL3H8boM,cTd1mCdqlrg,zOGDiMqFAj4,t1MAVKYw_Xs
9vVsKg9WtbA,acomicbookgirl,894,People & Blogs,107,554,5,2,1,20,1.4,OK68rn6V8ks,XbeH5KV6Xs4,xsGn8oxKR2A,X8RaYUXveZg,5ZSRp1MQVmk,iV_juxYSNuc,_2PWkYPCGx4,-m5O-1j85Wc,lgC3RZcn4F4,EqFjzzMb5Xk,b7FF1UXCpEs,SMeaXLPW2cI,s7sAa4awJRw,Y52_VVCbzl4,evya7nWoImo,1uKfBcdqb5c,Y9RTr1O6HAA,XHEXhZCYIF8,UvaG1EZ9shM,uJrN2OLD9Uo
gCE5qGE8Ikk,pitu23,1244,People & Blogs,185,824,5,14,26,20,21.2,HRhIwNrW1Zw,_NIc9Ydo_nY,j7wwSqAWrog,ohVh-rhtFC4,h6ytIGDo8oc,GFhzzj-n7TU,BAdAUXofm44,_kGb4j-8GHY,__R3gw3rmG4,BazQzkAdsno,GwV4AKYqAm0,lrhM45vUmEU,DLVrcnmvlcs,8vjAZ_Vlyho,VOy915QduFE,GfHV06mKPgA,KzHiCyrc18M,O1CrsWFtcFw,jA8Zw_jU1kI,U-jysOa9KsE
ej0u5mv9v9o,jbanados,915,People & Blogs,600,3898,4.83,35,12,20,21.2,cTd1mCdqlrg,bG82P1lYD90,6hXfC8O4Dzc,T-2vtrO5eCU,YcuQY9yOz2A,cy_J2n78xWY,NkB2uiZlXzI,6RnLwWQLF9k,UWqg3j4b5wo,DOFt5Jr0pZw,cNaAXa85AZ8,GVMAVf1V-xA,nOrWS66OjOA,xoTL8i7E4MY,VX743SkcOcA,9bb-leo1rK8,jV_C1UxoM_U,StzZccpmkFI,INuSp8tfL8Y,zOGDiMqFAj4
IWB0NUpjFks,localliveKVRX,860,People & Blogs,165,1932,5,6,6,0,6,,,,,,,,,,,,,,,,,,,,
dDCcg4kj51E,MYSTICCHIPS,764,People & Blogs,247,287,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
VPBTw4W1fss,myartisfashion,780,People & Blogs,605,1018,4.71,21,22,0,21.6,,,,,,,,,,,,,,,,,,,,
NRZI4JPsRlQ,Nyashazasha,819,People & Blogs,130,588,5,3,1,0,1.8,,,,,,,,,,,,,,,,,,,,
SfED_SDhPU4,lloydwoolf,672,People & Blogs,142,4073,2.5,14,7,20,9.8,Keg92lmgrh4,f8-KUzu1qkM,JNbhwaLHuO4,Aqdu4oUTqZQ,bqAtKBsc5E8,kcvM1Yt1LYc,Tr71e54u-KA,51YiL8i4jBA,lh_gL7Az53o,9DpEfUshJ88,nWf2q3D7za4,jHJiwnSzILc,-UTgxgcvua0,ujojfbJS_oM,6pIm4SILC9E,tTxa4kkX1J4,4IAoSYlrgUk,bA9SlmstLa8,F2JG2DNVZM0,wbd9kB9zVvI
-alaG2pBCpk,uchannel,916,People & Blogs,3550,2787,4.67,3,11,20,7.8,DIPVrMLXgBc,quIVRI49TFM,63-QJJagD_8,FjV0YiEOwpg,f0K_wzK02OU,tn_vBr2shuc,4Vo35afVfmo,ETQj3a221EQ,soJL_VmOj_U,gSWeJL79N0A,7ffowMGzh4Q,dUVkywws5_Q,Eg-uQhtd_zs,ejaYG4WKd1A,p2gmJep6XSo,iIHzvYk8xPU,IhWZe6godhg,Zf6uaGzvy5M,MAOfTeln4pI,3fzoR7tDN74
zRv5OP0oivQ,RomanianForever1,1212,People & Blogs,138,280,3.5,8,0,20,3.2,K7AmGgXH6Es,UOX3RysUqHg,Pmq3go_QB6I,-In4gBqnT7Q,Bflg1hBQL-I,BwQcloavwPI,B6A4E8r-3Vk,XzjLogugDBY,5YYF-5EC0Vc,4OePWJTe46c,DnSDvkWfZ9w,bSfAmSYbo6w,vXb3ePEBi7E,2VxvLk0iWPM,ofZOHnAY9MQ,SCtJwXBQqvg,SZJ_T0nA6tU,--KyZronQes,-UrWPrIgTYU,SY1zVHv4GH4
hjxMuFHAYcw,veggiesroundtheworld,907,People & Blogs,177,10771,4.51,82,65,0,71.8,,,,,,,,,,,,,,,,,,,,
rBu3gfLhcgk,reb3lz,929,People & Blogs,329,3421,3.52,33,32,0,32.4,,,,,,,,,,,,,,,,,,,,
TLXZpOG4VCI,stonega,906,People & Blogs,391,9480,4.75,88,0,20,35.2,IYR5F3mbQ-4,QDPzPgkr4vk,l17LmCEp1QI,lioOCOalPao,gMLJJEDDDGc,J61r-NRHPtQ,1bJE6bIiXps,lcgMq61jUKk,kxYySdYAy1Y,G81k5pw0jt4,FqCkE1NbwcI,zKt7J1U1Cs8,ZIDCpcjf68Q,7MqGaqQdm50,uHbV5CSj51I,YPtEAEXvcfg,Y142iq0uGCc,CHGz0LrLqXc,IHf1sOzCcpQ,6Bev054pNzI
bnSKBaNFbuM,semisoma1,1033,People & Blogs,412,2843,4.98,42,21,20,29.4,1WoK02qx0Y4,wTPJC-Iu91Q,7I9e6pLSsgY,gqCISokLzR8,j7yxrR1Q95U,0VDHckeS9io,KD-RCCNbm7c,GxhY5Q4BaCU,ZaUJTSGpIlY,RT-LckQlTgg,3Rcu7Z0OVrA,CSz0wpyZhIY,kMSwRGsg_w4,FC_k_rDuRN0,Z5-7N414j0s,P6Qx1EPKLwg,PtJvrHXQrLk,n3IrQclTUUc,yAteaY9Sybs,NtAd1-F0poE
GgyHSJV_AK0,KaiKoshimoro,871,People & Blogs,233,25075,4.36,245,147,20,186.2,gqCISokLzR8,_1A0ZGVPVXk,5ixo9XvNepU,DBLW2OyUKBc,f2xAq573arc,Izb2FBi5gEU,xTsG4mdrisc,Rgj328atm08,RXNCsUCLAfM,Datqb-s3gqw,XIJAFtagA0Q,_yIUga66dZM,rVgQKsActyo,u9-3mzm9MEw,_Nsys22Kd2k,zltbcBlDtPg,7eJkoQ_2GL0,bRTCvAnD_3g,P-4o82LNrMM,KD-RCCNbm7c
fqbvfV1p9Xc,Farguc31,906,People & Blogs,118,258,4.5,2,4,0,3.2,,,,,,,,,,,,,,,,,,,,
RA9kAS2vGtU,macichitte,1115,People & Blogs,142,2151,5,4,1,20,2.2,E1CNMxjf9SY,sSYJV65K5kc,DP1AI5btsz8,7qMtnFtB38I,umZCFf1jmTM,fbc0qMFyziE,p9CF_7ygrPw,gzaGCSqxEZM,lbp6mlpW8oo,u-KPlwUsjcU,xsaeqlH6rQM,u-2Fsq9lf_U,W6W9bfqf0KE,5xwM5xJmOLY,zvx5loibi0c,vtCb10VXhwM,hxP0SCpz4wc,FZMil7ot4Dw,SiZHGcqc3iI,lS7nba1ruCw
fq0pY8U7jMY,nadiaTeeze,1098,People & Blogs,513,771,4.75,65,23,0,39.8,,,,,,,,,,,,,,,,,,,,
n0-Z2mevl98,Cassius614,1227,People & Blogs,361,496,4.31,13,17,20,15.4,9v433qDFiaU,cHqMwY3r-3k,oe-zCYetlgE,yv-14PQmmiE,qSJj4rj2tTU,Ti_mo2Wkob8,EjDriOOKAKI,foSksMr8oT8,JMM0WqOnJtQ,uwV050lt67Y,y-zmyMB_gpk,rGlrr9AKIJ0,lfBOdNrZrYg,2QMn74I_Qsw,NtzpaRTSG60,j85Dhs0u-Mg,rNCkP-RVmws,s0KuesK9RFk,B8f6wutiUKY,uYvkxPGt7Zc
cOl5a2_osAc,SummelBaerli,884,People & Blogs,307,5083,4.9,73,47,20,57.4,ttH6BBw6Uq0,AyetE96mZKM,YikGJUVkl90,UX0uGR4lVWE,JfRUEQJ1AXo,eZYxiYVw5GM,bZMFa1dt8f4,P--HFXfbCXs,PcsGNs4WK0U,BaJZrzd7aIE,jyey3JsGV3k,U-vl53oOZ38,51k1NDRrjUE,iLZnZ55CGFA,if2g4XP20ys,ccdsnzWPj-g,X_W1lmYprXY,mUgoAKh2jGU,-qXki4-YafE,il1QpdzDYwI
6vLpeI7qjkU,laurakelly354,912,People & Blogs,186,7485,4.87,23,8,20,14,PHPj5-vCaCw,Pkq41iSugvQ,rus1AsnnRDw,VnP4WLxIA4M,799RO88Z4B4,oNwC9hT8124,KqlT96KZ3_0,vjd6yIn2zmk,hCOHXHQm9Yo,aNyDiKryyM8,o607rvmSrMY,ddd_tQhz2Wo,nLJWDashICE,qa73loB9gn8,06D_EFNGmOQ,hG6XLsNJMDM,ta2zj5jmtSo,45q2btz-Pn4,VgrnYt4BD_s,f3Is64rcLmY
0PNVHN3yELk,DKNC,671,People & Blogs,237,24343,4.62,24,12,20,16.8,FZd12fapdlI,hGR4CqnOY9Q,BaCluirIn5Q,lDCyUceSwbM,RQa-HVSgcW0,CfAMi2u8W7o,-TqWBePiyfE,iylT1PVla_I,0zvKiHyqcMQ,TD1Z6Az1Xnc,jSpTw8ub94Q,_wDeqSauqOE,ejCEgPNCoXA,EBpwZx436nQ,5xUMbjJhf1I,6FATKixKHfo,yR0IwSflnxo,yNMA6std5jE,nWx_8v8pbxQ,yJQ9jV7YarY
1GHPNp5cxSg,NikkiMonique,877,People & Blogs,235,1945,4.92,13,7,0,9.4,,,,,,,,,,,,,,,,,,,,
M7SlcWKjOW0,fullermw,1136,People & Blogs,182,154,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
SfmQC1Ajya8,jaz853,1137,People & Blogs,260,48,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Ys19KGSPmW8,lindaclements,620,People & Blogs,182,2037,3.4,10,0,0,4,,,,,,,,,,,,,,,,,,,,
Uqnc5EHZ80o,pjvdixon,857,People & Blogs,369,820,5,12,8,0,9.6,,,,,,,,,,,,,,,,,,,,
plxALPu0zko,lindaclements,620,People & Blogs,224,5095,2.95,21,13,0,16.2,,,,,,,,,,,,,,,,,,,,
Ulx-04ggQFg,lindaclements,620,People & Blogs,125,1249,2.56,18,3,0,9,,,,,,,,,,,,,,,,,,,,
In_0zmB1gHA,HarryandKermit,572,People & Blogs,516,633,3.59,32,17,0,23,,,,,,,,,,,,,,,,,,,,
Pb_Z4R2KEs8,crepehanger47,875,People & Blogs,56,242,5,1,0,0,0.4,,,,,,,,,,,,,,,,,,,,
BZbOQqtDAW0,NStone137,1167,People & Blogs,494,42640,4.92,48,24,20,33.6,CDIf4D4SQFo,5O8FvH_k2k4,ji5_MqicxSo,teoB65BlGis,i2HWTrDTsv0,KSx-AB4JhvQ,wVFmFof6aXg,R9ya9BXClRw,2bJ0EGK4R4k,4rEIGj65uW0,e_2NAM4jWbw,5WNT8jaaWMQ,kmIy7NCSWj0,Woy4OvZeEwY,RcYv5x6gZTA,_8kUTUIveyA,JdEgcTE4i24,jwLcowI5h-c,oTugjssqOT0,F87yvlDWzUs
CDIf4D4SQFo,NStone137,1167,People & Blogs,511,45759,5,61,32,20,43.6,BZbOQqtDAW0,5O8FvH_k2k4,i2HWTrDTsv0,wVFmFof6aXg,KSx-AB4JhvQ,JdEgcTE4i24,ji5_MqicxSo,F87yvlDWzUs,Wna9muuqi-U,4rEIGj65uW0,e_2NAM4jWbw,Woy4OvZeEwY,9avYnLwE6PY,Nm7bv4wduTI,_8kUTUIveyA,RcYv5x6gZTA,teoB65BlGis,BaD1TsjGR0w,oTugjssqOT0,R9ya9BXClRw
i2HWTrDTsv0,NStone137,1167,People & Blogs,448,31739,5,54,9,20,27,BZbOQqtDAW0,CDIf4D4SQFo,9avYnLwE6PY,5O8FvH_k2k4,wVFmFof6aXg,KSx-AB4JhvQ,ji5_MqicxSo,JdEgcTE4i24,oq62lhMxKJY,Woy4OvZeEwY,1iP7xr6ig-s,RcYv5x6gZTA,4rEIGj65uW0,Wna9muuqi-U,e_2NAM4jWbw,F87yvlDWzUs,YDfuHQBgFZ0,pWIT8x4b4gU,R9ya9BXClRw,BODHsU3hDo4
KSx-AB4JhvQ,NStone137,1167,People & Blogs,534,24504,5,55,34,20,42.4,wVFmFof6aXg,_8kUTUIveyA,BZbOQqtDAW0,Wna9muuqi-U,pLLlcoYtLGw,oTugjssqOT0,t-RjIh5KrDM,JdEgcTE4i24,F87yvlDWzUs,CDIf4D4SQFo,Woy4OvZeEwY,5O8FvH_k2k4,i2HWTrDTsv0,pWIT8x4b4gU,4rEIGj65uW0,jwLcowI5h-c,e_2NAM4jWbw,RcYv5x6gZTA,ji5_MqicxSo,R9ya9BXClRw
hVbS2Xzlfaw,platinumprican,995,People & Blogs,460,3007,2.82,17,55,20,39.8,nrP3X_53EF8,7TqWlVL_hQg,Q7U2XQJ_U9Q,R366Qp3W6U0,TWYCc-BxqJg,SKYzEPQHk40,flC5rL-1ZmE,lSyTJmmuHp0,6BxvDAafqDQ,Hse6vjDKmZo,vJzosBHdRps,wmd49VNGDyM,hgvMVYLegTw,JuHOuM3iM3s,ofe7sp9Bgpc,M1dYHg7Dbnk,Muj3UwFzT-w,jdlJ5wfQcrY,eWkzoAibIAM,x6Haip-TvdI
ydDzUdJrL6M,alvintohw,888,People & Blogs,413,5104,3.57,14,13,20,13.4,tjxXwaUUrxs,sdNGeAOlAYU,nrP3X_53EF8,lRh4vwLJAiU,BIWUwTjCwcM,W0Nn_U5hL8E,5wUe9XYLnMk,XAXCwFJVeuA,rzJs7g6He88,hPgwlA8bMSY,MD2Sy7qwMWg,HMGL1LiLzWw,dR38y2I5g5E,9WZ59_KkCA8,4Yz46ZGLIxU,k9rCIYHysNE,ESHbi_ppAe4,TZNMDDdZybk,x3J76zlAnjc,QpkMD_WFPUE
esmWyqLN4Zw,daff19pnayme,1016,People & Blogs,203,867,0,0,3,20,1.8,E18AZ96bQYg,NjJ0TAGp25M,OvIf1r9Qf2A,BAgcnIpTFTY,QkHH7XvgaWM,02QzjbLcxiY,otGSBM9-MXA,DvS9Dq-QxcI,snO68aJTOpM,psqxkCxxDXA,brOcjvubJoY,bcUY6tJDrk4,QRZcj1miXJw,J7sj2mohOWc,cfAyPbFYGJw,xYCDkCeS63M,4QDqsvWSZCY,uEvDwU0VBhA,Li5nMsXg1Lk,FZ3401XVYww
XJCsqQvHjUI,abusipenchuri,895,People & Blogs,180,3725,0,0,8,20,4.8,a2rP08tL6rU,IXGxPbv8kYs,9_R_wmMxuMA,XqPJp4BkqDE,AmAML1-F2LE,E18AZ96bQYg,7uKE7h0_LJ0,SDMO4vYkqdg,WPfPBHvOId4,Abds3dMeyqs,zTiLLUWCc1g,vLU6TzsQaKs,sc64RuQRKfk,5sdUcrZL7d0,xYCDkCeS63M,nxxhGakAElU,TN8gIB5ldeA,J7sj2mohOWc,PMrPlCDGUwo,VRppvYwBBy4
a2rP08tL6rU,priscy427,891,People & Blogs,52,9799,4.67,3,3,20,3,d0G6NOmeBBU,q6eU2XduHBo,GiHtUFuGgSA,jSE09hX9ldc,mEptIsZEgK0,XJCsqQvHjUI,R6mnsT43I_k,IXGxPbv8kYs,GfKthvj9LG0,E18AZ96bQYg,XqPJp4BkqDE,5sdUcrZL7d0,DMbU6wxF7CY,-6-89DD50Rw,aCi0lmhr7a8,oj1y4zHmyE8,EmB50B_aQPc,rb98Q2kjK5M,Z_ydE2leuKA,IzucLMcalR8
q1U0Yu41tD0,MyFabernet,1198,People & Blogs,39,897,4,3,2,20,2.4,ZZOycT9jwRk,Bxmd5vyjRks,fZ_FEIrdXkA,a6m4zzp0t9A,vhS15cs9k1k,Bw-wjDN3kOY,yvzM4eOyKe0,1_4KegF_e2Q,d3QYfVNCiis,z26Z2YHZFiI,R466YBwhu0g,y2htEsRvOLw,7CitSWMJVKY,brIqLBaBQXg,-nT69nFAoS0,swVeP2-C0Os,uUzKM8oTYIE,YP3BbjhAw5g,gG85O-8CUw0,YVnZtPBfJjE
V1XhprR2lZI,VisionistFinland,1189,People & Blogs,20,288,0,0,1,0,0.6,,,,,,,,,,,,,,,,,,,,
Qad3pum8BCk,pilaluk,1184,People & Blogs,21,457,5,1,0,0,0.4,,,,,,,,,,,,,,,,,,,,
fZ_FEIrdXkA,Prylportalen,1199,People & Blogs,41,1065,5,1,5,0,3.4,,,,,,,,,,,,,,,,,,,,
z26Z2YHZFiI,MyFabernet,1203,People & Blogs,147,374,5,2,1,20,1.4,R466YBwhu0g,q1U0Yu41tD0,a6m4zzp0t9A,bENY4I6cSaI,Bw-wjDN3kOY,r3QEFZczch0,y2htEsRvOLw,dDAiFpQZSDE,ZZOycT9jwRk,brIqLBaBQXg,1_4KegF_e2Q,d3QYfVNCiis,UCPW1WiKtBg,_Lb1o2IiEWE,J_2T_I37xig,vhS15cs9k1k,ieeDfNAXqE4,uUzKM8oTYIE,ABx61MVNEsQ,7CitSWMJVKY
